Strain,Stress_Pa
2.13653766404261e-06,151659.923971349
7.117472624904e-07,49356.6554838777
9.76199094477803e-07,69068.8240908379
2.23947421535407e-06,156456.486600937
1.94889869714164e-06,137915.517589066
2.54767023148253e-06,179514.991463663
1.97283867690103e-06,138354.779849147
1.70492581000641e-06,121718.405431675
2.81024303484277e-07,20293.6499668063
1.1031474091783e-06,76804.5183676556
7.95607103045176e-07,54900.8303858754
7.31968930137251e-07,48369.818160839
2.91903166425734e-06,204434.729340208
1.17929317400028e-06,84522.8398234351
2.67613966553134e-06,188096.42884789
1.89341587799179e-06,131362.242217308
2.38443391062495e-06,169205.384422021
1.50791127931558e-06,106619.47537243
1.73071165387908e-06,120360.974977752
1.47755308145659e-06,100378.499277657
5.85728963394134e-07,38239.1766870011
2.16735634578452e-06,153708.746740834
8.42317087322567e-07,61644.2161237925
7.29478992943615e-08,4282.58911993801
1.9364168877215e-06,134974.458511974
5.31332038221147e-07,38031.0729653173
2.82137575305874e-06,199931.015669813
2.86178573100776e-06,201481.496317001
2.74459317066135e-06,192409.747931186
1.11047610076633e-06,76825.4811583199
4.63698495866023e-08,3368.70545494264
2.78495568776318e-06,194287.729972581
1.28455244495194e-06,90117.5620338193
2.89996445713101e-06,204202.993371498
2.89085993126776e-06,201989.805743896
2.55902836640208e-06,180990.494228765
8.83346676208757e-07,60672.0050799522
1.15529318580578e-06,80551.4666356529
2.55341001455057e-06,179123.60245611
9.50766015468833e-07,63521.6127375572
5.08478240058277e-07,37685.3496826274
1.67040378737505e-06,117222.857139249
2.80846432248234e-06,196632.958530028
2.08808939002492e-06,148120.715869466
1.71018351026809e-06,121589.087451309
2.91529481312306e-07,20581.4234342421
1.84502168009751e-06,131418.912152585
2.97016155031279e-06,204763.032717775
4.20252045709572e-07,27450.3954779953
1.55498895709121e-06,109210.959710864
2.63211921578387e-06,183549.229911992
2.22230585326261e-06,155483.551586062
2.0910472229858e-06,145827.476149438
2.10745225196133e-06,146928.992753381
1.07847345365927e-06,77272.3594800523
8.8077553279348e-07,61914.443876584
2.42808346643554e-06,172106.184721606
2.43034018403754e-06,170875.382796925
2.60121695574031e-06,180497.684592573
2.73972165766941e-06,191227.234894291
1.53402719658281e-06,106484.690085353
1.5045488840616e-06,107101.784274898
2.39488553690033e-06,165522.108786444
1.9498917923333e-06,135557.842392948
2.10590063177311e-06,149082.535413344
2.3873780083083e-06,168030.426988332
2.6700160254527e-06,185217.865137611
1.01398547055461e-06,69287.7518791445
1.12674885791983e-06,81076.1017046505
2.81945819522607e-07,20767.7785019508
1.73484042298852e-06,120882.462153393
1.07826821390226e-07,6987.00637415367
1.39679405439738e-06,100056.297752202
1.62793390412273e-06,115482.375944368
8.59623756384853e-07,61804.5754457486
1.77249978170703e-06,124147.131155669
9.15007498171483e-08,7702.1674335711
1.12044566247643e-07,6879.2090840692
2.46780168197897e-06,170100.053320413
1.08057192423379e-06,76534.1364435089
3.81181537955654e-07,26824.0479984329
1.56672978016441e-06,110883.943296684
2.30998065929583e-06,161116.079297153
6.4746308249053e-07,46947.6395886065
1.868671427457e-06,128748.062886675
2.56042394981304e-07,18945.1291056731
1.55045163505823e-07,7412.98024771594
1.59406389470444e-06,112163.534075365
1.62190536483032e-06,114516.509247741
1.91228970449462e-06,132502.128138608
2.17827400116798e-06,151243.018428317
2.9275562383876e-06,205221.279133807
1.54890104490359e-06,110485.958228283
9.68869418823738e-07,67161.3918436816
2.38555858430611e-06,165843.928721452
8.12496753786223e-07,55985.5486503338
1.31691426211691e-06,93334.9298281889
2.35369144026798e-07,15929.7275606132
7.60522302463725e-08,1661.43425930026
2.88794524403378e-06,203875.90213572
2.50794036153662e-06,176246.062266802
2.08792261828109e-06,144690.527899482
1.22685883324281e-06,88420.8443649427
5.19882960212537e-07,36843.8566643208
4.69311128013258e-07,32855.3851923126
7.50728694493786e-07,51875.7135385446
1.64767999411836e-06,117109.373909477
2.14378776810019e-06,149313.352591116
1.98059213015319e-06,137628.411051133
8.39801690837829e-07,57320.7853027311
2.86459584198958e-06,201435.871480344
2.21369075008731e-06,155313.479916817
1.6630621575342e-06,116883.721619677
1.83516223870306e-06,126398.258497123
1.25880018728337e-06,89018.0829625637
7.43192968503472e-07,53493.6627601116
1.06791803595378e-06,74119.829807211
2.27353833139311e-06,159342.270791123
4.31804658892676e-08,4726.53661235386
3.48217921520749e-07,22490.3083025932
1.38007926065258e-07,9914.23004916308
1.2218640695691e-07,9977.53444202829
2.56638175203302e-06,183385.381009872
2.11097357814007e-06,146044.137872984
1.42252148726198e-06,99421.3367127408
2.93502481953004e-07,17960.6835988712
1.4748476253505e-06,104009.650267656
1.4204153123417e-06,99782.3201260189
5.19605609730046e-07,36043.6878888315
1.30155494771392e-06,90083.5143995002
1.19551420319212e-06,82222.467140388
1.84755029415665e-06,129019.468927699
1.90528095260293e-06,132188.417147552
1.35912029316134e-07,9839.41414872806
1.12383784387941e-06,80120.5764614633
1.87757974714271e-06,133994.222452675
1.50940877574026e-06,105563.061397461
2.56946952356497e-06,181544.82249583
1.97608089485684e-06,138010.168594369
4.88803281244289e-07,33488.9377042804
2.1170624220129e-07,16928.937855612
1.92725783461895e-06,133300.307708179
7.95339316248654e-08,4449.59969408124
1.75732674382039e-06,124253.428088496
2.82069072427487e-06,194910.49272232
1.72642253362764e-06,122964.540372285
1.16450977861957e-06,83015.8241572633
1.92986465532706e-06,135134.851226486
1.37475867147455e-06,94987.5876204891
1.6368503679478e-06,112409.729607715
2.82439442632958e-06,197420.930192831
1.15830791340232e-06,81330.5488144765
2.88357169147174e-06,201618.43689496
2.71605192586819e-06,189825.205811627
5.87373404367889e-07,41397.7018226429
2.08083902625496e-07,15028.16227768
3.0233400413228e-07,21838.9953054276
5.46654769546492e-08,2971.01854220236
2.83328882267785e-07,20926.2948234719
2.04902032024907e-06,143983.470054825
2.13565945380687e-07,14171.4640571716
9.56926890881284e-07,66517.4787770617
2.53462593290836e-06,177195.045604509
6.98158072074776e-08,5301.42459495432
2.44340544776681e-06,170268.285604357
8.455643243202e-07,61477.8446377291
3.54494482864969e-07,25330.9989618379
2.09021149609245e-06,147849.692799583
1.88682854033965e-06,129800.117632739
2.63241604058116e-06,183334.159367
2.20521313141166e-06,152407.024921125
2.41044279115455e-06,168289.144057645
8.46103717713919e-07,60376.5907799849
5.32318631339169e-07,33866.4986221011
2.25184425492258e-06,157200.904090039
2.42050421780179e-06,168602.991778855
2.97151542600202e-06,207743.979294142
1.23785303073428e-06,88757.5691938661
1.11605425737835e-06,78683.1735143257
2.32923888222599e-06,164505.691022134
1.02241062075905e-06,71103.7508601772
2.79227197681069e-06,199222.478987573
2.57523825552904e-06,181593.621653382
1.28698208212506e-06,89855.2783903019
2.25261320337449e-06,157321.438531648
2.26362862225405e-06,159450.516781054
3.09371606507798e-07,21954.0740180428
2.7076587200387e-06,190669.311757331
1.51575711734357e-06,105792.928768809
2.47937239832322e-06,172038.900835384
9.60148803091835e-07,67940.5372215709
2.6865696854886e-06,188694.688185621
1.16760503620249e-06,81737.5912211031
3.25129544408951e-08,3070.07012180413
2.71614592925779e-06,189382.677174714
2.73860030358401e-07,20316.8833845108
9.57940912771245e-07,69038.558866251
2.85018590115241e-06,201164.772618131
2.85182144081267e-06,198866.204094857
1.72031366436986e-06,120015.563004577
1.8955116365094e-06,135877.11058103
1.34533656593496e-06,94455.1988142472
8.79632315094194e-07,61872.3181886384
9.85993636109748e-07,71107.8860372139
2.01755536823112e-06,141378.853861324
2.25712358831304e-06,158078.604500055
2.37473713117755e-06,163038.12957518
2.36885442838366e-06,163906.220530157
2.73618309146071e-07,15656.6006502163
1.48326091410774e-06,104756.894019671
1.72676280049933e-07,11586.4506602377
1.64858664697121e-06,115282.919561067
1.32459150412013e-06,94110.7108446456
2.6631125482749e-06,186964.163567232
1.05274503765624e-06,74185.4235140131
3.51201049282818e-07,23769.7443401363
4.28975046158508e-07,31234.497400351
2.28453189515242e-06,158158.854714808
1.85465418994878e-06,127749.379864206
3.03368028368371e-07,20095.9367185868
2.52320418344992e-07,16957.7725136522
2.10290739437736e-06,145836.400792725
2.18289019092581e-07,16383.020082051
2.46558017787107e-06,171721.075964791
2.11872668146949e-06,148903.537150566
2.44046341925699e-07,15757.1452509333
2.54513142255576e-07,15230.557487959
2.95991873550353e-06,207249.711384562
1.12281238726836e-06,79467.3662731837
1.11192644120067e-06,80272.3276549962
2.43839870177251e-06,171433.100142156
2.84174573215158e-06,199420.381016829
2.95800319146861e-06,208437.334034268
2.26013455577682e-06,159096.921060926
1.12877875659275e-06,79793.3152742625
2.50502150096006e-07,15981.0913216238
2.33144074778231e-06,163362.510303735
1.67521274920742e-06,116435.465498987
1.27266602774093e-06,88771.10126321
2.71906315528421e-06,190418.18421542
3.33592446918454e-07,21707.4771097554
1.47787531287258e-06,102428.340785086
3.40609343022572e-08,-929.250978478358
1.40598192598238e-06,101052.530051956
1.68909827045512e-07,9547.32329772052
3.56453748804216e-07,24553.9427633038
3.52578740331315e-07,26704.820582446
1.94763090634819e-06,136235.892963084
2.23813463779627e-06,156191.178362715
1.75010629529148e-06,121709.422039912
2.88651764542363e-06,198995.145140394
1.12461173857111e-06,77757.3187121663
8.57136258845582e-07,56911.6036801709
2.60579738456838e-06,182063.710040297
6.70787515558358e-07,48501.5662856537
2.88966761832183e-06,202866.000634009
3.6463424069449e-08,2925.3543408563
2.90963648012292e-06,201757.254937897
1.29479735851728e-07,8493.11370888492
2.67342934109421e-06,189339.960680546
1.5831033272589e-06,109018.741868958
2.9788943883579e-06,209385.859823685
2.21389694206197e-07,15432.0012928919
1.66156285320396e-06,117387.545296188
2.9079076068573e-06,203138.328659604
1.56929353251045e-06,109466.97623176
1.88819591440579e-06,133761.446953627
2.08724606695385e-06,148182.000495539
1.36362319430332e-06,93299.2028130742
1.88267424025219e-06,135084.492630736
1.7529429357693e-06,119904.585784465
2.70347403147297e-06,188387.753263668
1.36339141024374e-07,10155.2974433397
8.42889568776691e-07,60414.6826916386
2.85123445222968e-06,200753.990565752
2.67079135167275e-06,186431.222719235
1.36697025835714e-06,93616.4102697083
1.86039779340461e-06,131003.131695696
8.32143548943398e-07,57044.2718681179
5.64363479171284e-07,38937.5973369939
1.39109521481995e-06,97349.9723185013
1.06005668407816e-06,73486.5219719264
1.75096833555262e-06,122438.106859253
2.33203910894955e-07,16169.3987814779
2.9231844229985e-06,205477.860650955
2.95863223343881e-06,207897.277513735
2.09448514205924e-06,144322.326291251
1.60828909903236e-06,111600.852571418
9.28582848858983e-07,64636.6878164444
2.44138505912085e-06,169378.801899552
2.05419351766164e-06,144495.398088727
4.87850818034674e-07,35935.6865295413
2.73278155348153e-06,192387.94625067
2.46761172876951e-06,173381.139888911
2.84939973987577e-06,198826.217359691
2.17715852516508e-06,151884.437781263
1.84024558780737e-06,131163.804305897
1.25472910887186e-06,92169.5762209285
2.79818545006204e-06,195856.161312698
2.59819166850123e-06,181284.02957699
1.35656010318568e-07,12457.1242138378
7.9100923491756e-08,3783.90572510298
1.12939010063415e-06,80877.7556961821
2.4316599923455e-06,171069.566642165
2.96182838794483e-06,205250.640112075
4.51250673310585e-07,35262.7691751622
1.78239214605641e-06,127093.355793657
1.14267256989306e-06,81518.4977439127
2.90974319344381e-06,203672.096037788
2.52635676940713e-06,175943.738335138
2.51498611413341e-06,176365.616298972
1.40607947938491e-06,97960.4116415312
1.244458507013e-06,86270.8712638834
8.20221215792119e-07,57236.2891389069
1.69126489952781e-07,12501.3965829581
2.59416712876516e-06,179702.028951981
2.43870302739023e-06,169825.195019973
2.99915301985839e-06,207139.295331394
2.98991051122172e-06,211134.420096037
1.66629511680788e-06,117134.01175653
2.30696224554153e-06,159401.329682492
2.83429718964728e-06,200223.219093725
2.54894217203223e-06,180250.18088055
7.42044305229593e-07,52400.7785340488
1.35163240593028e-06,96982.2970629356
3.87478245454485e-07,27376.5915953763
2.86215308177617e-06,200251.914375804
1.81852390335264e-06,123395.542809904
6.85928416510388e-07,48218.7141911123
2.01510205321757e-06,140761.185414614
1.85438472137369e-06,130601.163229314
1.07448815409852e-06,74645.7510769452
3.40672776598887e-07,24555.7890825856
2.0147195867784e-06,136905.80832607
1.56092310271138e-06,107122.765330582
2.31695517520692e-06,160766.724500882
1.56049050333598e-06,108018.359083883
2.55654450095562e-06,179169.220425448
1.65572051632346e-06,116943.788581609
1.68281391460616e-06,118635.01996641
2.62996080797504e-06,184419.827903425
1.21044859863719e-06,85368.6364293656
4.02045685351922e-07,27327.5867837471
8.63480289400169e-08,5686.63166397701
2.26541176702086e-06,157661.895869978
1.86092865406039e-06,130657.553871404
2.11223930429767e-06,146098.84528265
6.38892484526732e-07,42399.6339265589
4.09114426760309e-07,29092.8955536352
4.36339970036458e-08,5557.82720142006
1.05176267641979e-06,73809.6012503496
1.7697530605639e-06,125128.68290604
1.1767321352992e-06,83118.3275061763
1.31242476607119e-06,91858.4448116466
2.71247608348125e-06,191935.751132373
1.0447664010699e-06,73973.5271756386
1.54196846747943e-06,106373.256702877
2.35095903822343e-06,163894.784936812
1.18962834696381e-06,81978.9026766977
1.86626010068362e-06,130342.095342794
2.58709112624024e-06,182147.591153209
2.84856187097293e-06,198440.961264141
4.41220442787114e-07,30631.4148184684
2.77976287548448e-06,196214.028699659
1.47634887923861e-06,103437.001477531
7.74733164896875e-07,54336.2850440881
1.37740726871478e-06,98673.5881281108
2.94009772585643e-06,205780.475482967
1.47785428197861e-06,104624.014624787
9.86254830862525e-07,67188.0185785004
1.90020256295018e-06,131195.548086405
7.20436856334579e-07,49687.7046629692
2.27589984325992e-07,15909.9166073139
3.86639165731948e-07,28554.0862762683
3.84137516873317e-07,30230.646153178
4.55708080536883e-07,32867.7087438133
4.1648151794823e-07,28170.9598915405
1.92262423440964e-06,138249.217873342
5.45640253197435e-07,39252.4857832203
1.03700184997159e-06,72270.5053561966
2.69036522971804e-06,188865.160474192
1.42188492078862e-06,97931.3325025809
2.00267321556308e-06,138749.545001052
5.1695961360489e-07,37087.2030460156
5.76867056426012e-07,41322.1846477461
1.22605848799437e-07,8055.38162649286
5.06805189216494e-07,35481.7748810746
8.35771017095876e-07,61280.978514057
5.3103145283024e-07,38178.4669124037
2.66107601271167e-07,18266.0427789829
3.61907613301802e-07,23434.9798276191
1.38233630409818e-06,96001.2352976831
6.19001155217378e-07,44924.299954329
1.09280958314423e-06,76171.2483306489
1.51025181256457e-06,105530.774110102
2.0711844858881e-06,144979.812643881
1.17936419523297e-07,9577.69900506944
2.39823119672713e-06,168191.489443991
1.88370116847272e-06,133111.678978622
2.45277095846616e-07,16280.1108567664
2.62073587232033e-06,182461.66005843
2.76261720159544e-06,195108.084607896
1.83233879564591e-07,16315.5223195845
8.30632944441611e-07,59859.8711803387
2.41860383937918e-06,171891.33804032
2.24477907115098e-06,157853.734324706
5.53563058069132e-07,39547.5336634719
6.28047970010131e-07,45557.1932313395
1.11141630837415e-06,78415.8563876358
1.45356895557306e-06,100467.692906368
1.85476431459089e-06,129466.160860501
1.10674091870932e-06,79164.5073781929
1.38760414839944e-06,96400.5108758067
2.24241281440127e-06,159629.416597277
1.10049608671794e-07,4960.85344664604
7.57310833032062e-07,52704.8838590625
2.14004875765366e-06,148718.351302075
2.6856205130616e-06,186985.810619785
1.535032326347e-06,105858.8466441
1.59634045579595e-06,109844.124853343
3.21516034019328e-07,23216.2058649051
1.34223710047036e-06,93237.3214213143
1.59785179936507e-06,111097.29825675
7.27411510904189e-07,48009.0117830019
8.07729692848143e-07,57466.1465745205
1.13185248931387e-06,79732.9298180462
6.02135933331791e-08,5171.94123669565
9.66237496749535e-07,66855.2114823696
6.34344020989634e-07,42545.1436096955
9.82492056533744e-07,69744.7199374472
3.59286395457754e-07,25531.219160532
2.67158184221968e-06,185986.100579049
1.78077736066215e-06,124575.10570296
2.03730695743347e-06,141077.332666238
2.36751371582202e-06,162711.20432554
1.49532659678717e-06,105360.903116908
2.60760864262271e-07,18347.4946773177
1.61131962545564e-06,112056.900259293
1.76052335406264e-06,122683.479847368
2.23631842255299e-06,158768.199393538
1.29497863868904e-06,93873.9923007119
3.82740908386691e-07,28724.384793903
8.51327717396173e-07,59403.8487657671
1.08924688919591e-06,76938.8761661398
1.9377517239948e-06,135393.260269813
1.71233491400674e-06,117076.031951607
1.06829017769354e-06,74244.0167229387
2.95954574637894e-06,207432.221251436
1.81732445807066e-06,126078.320117479
7.11680375207984e-07,51602.4975144799
3.05347417861211e-07,20697.4231555561
4.58577417552996e-07,31648.8271926993
7.37873185153524e-07,50127.2065760093
4.82044119778667e-07,33432.2802098617
5.59701072153917e-07,37675.6575851614
8.55285506081541e-07,58732.6207610148
5.20120785884265e-07,35965.3042741673
2.69029627387928e-06,188199.81514495
2.40701236984927e-07,17223.6262637701
1.57353416871076e-06,108906.591233648
1.23119048096898e-06,86300.0317855532
2.94713585072582e-06,206361.579933112
3.36116706504157e-07,22548.5099498182
1.19356679713722e-06,84468.6667728102
2.90841129982611e-06,203755.580005044
2.59652137768194e-06,180755.596483057
2.45121621284784e-06,174278.883279753
7.7370848113482e-07,57597.1666349444
5.12662762170198e-07,38447.3890008066
2.00592965977329e-06,141863.487909721
2.78812796738276e-06,194949.355401174
1.67028867904179e-06,115833.709788443
1.7148380684097e-06,121317.889569737
8.39937280980853e-07,60481.6601542097
2.30847879957581e-06,161936.01741367
5.6113124567257e-07,40744.5867733742
9.71037709212731e-07,66878.3100087218
1.27630931584925e-06,89142.5669945312
1.52283113605337e-06,108691.099412961
7.27229197245241e-07,51564.2820879563
3.44510474217611e-07,26177.8468985166
1.8318601273249e-06,130685.449598812
8.65891659720767e-07,60459.972625152
1.74371466426784e-06,122107.506822683
4.63088145822607e-07,34115.7111849909
1.44342030556445e-06,101298.78253265
1.59776829765476e-06,110970.457370522
1.55470610467281e-07,10571.8489899744
1.00981283458176e-06,70826.749491989
4.03244030816923e-07,26761.7793456083
1.90124911418303e-07,14194.4460060699
2.96988069716984e-06,206124.012532868
9.67061534924169e-07,67248.5934204071
2.4296233375639e-06,170270.336167923
7.63921964291292e-07,57487.157233898
2.04450816667179e-06,142557.734844834
2.28068357966906e-06,162086.774460933
1.78691622182353e-06,124834.707269118
1.41472856565048e-06,96642.2624595681
1.23552274244181e-06,88104.2895743953
1.04660479962899e-06,74465.3277131253
2.78858743274348e-06,193900.44571317
2.49185822336319e-06,175816.827932784
2.89508073199954e-06,202669.902502201
3.72891670456634e-07,28319.7727987242
2.19260242561093e-06,153499.37067837
2.81502137046311e-06,196823.179383641
5.4369919849698e-07,38001.7062423206
1.99488802100332e-07,12987.6906405947
2.22336194787018e-06,155770.21967433
1.72341933953974e-06,120414.998230671
2.52548633027482e-06,175149.703319308
4.19317129878869e-07,28466.77448094
2.38580193557967e-06,166683.294221605
6.04881960143234e-07,44524.4798511389
4.90967828597114e-07,34942.1424577475
4.92797393792979e-07,35937.4847761404
2.44372416069415e-06,174364.939191816
1.9955916620886e-06,140776.699422678
1.56919627430736e-06,112216.162371191
1.07649145237051e-06,74289.1696429933
2.63160162243932e-06,183896.117944109
1.17733532226791e-06,81746.9711527494
2.44979831841473e-06,171292.128509436
1.31740472571066e-06,92737.2646589012
1.13083328827472e-06,79447.9704717776
1.38803935700882e-06,95573.4249301287
9.04133622492426e-07,63989.6428033
2.24282814052875e-06,157020.483415628
1.50816117027744e-06,104308.546522257
6.96638085440452e-07,49062.7851510011
2.69872371982371e-06,189588.414420011
1.15167366411963e-06,81803.913652676
1.63065858334197e-06,114454.207448874
2.71941633289364e-06,189486.592245432
1.87271398774198e-06,129495.553579788
3.50694122125092e-07,24416.7535267897
2.81949637084043e-06,198373.6421021
1.88312415921425e-06,131477.351020818
1.00471684397126e-06,67592.6264801033
4.17816217990162e-07,32139.9418295899
2.38207556781089e-06,168299.090243469
1.86021826778554e-06,130835.375836328
1.60038327592896e-06,110049.438063182
